row_kind,sessions,sigma_l_arm,power_scale_arm,form,m2,depletion_cycles,propagation,peak,w0_um,w0_err_parabola_um,bound_kind,w0_bound95_um,w0_lo_um,w0_hi_um,w0_lo_overdispersed_um,w0_hi_overdispersed_um,w0_shift_um,chi2,dchi2,chi2_red,n_eff,n_traces,start_spread_chi2,chi2_red_by_session,session_verdicts,nfev,beta_rel,beta_rel_err_hessian,sigma_l_shared,sigma_l_shared_err_hessian,sigma_l_P,sigma_l_P_err_hessian,sigma_l_T,sigma_l_T_err_hessian,sigma_l_E,sigma_l_E_err_hessian,sigma_l_M,sigma_l_M_err_hessian,sigma_l_Q,sigma_l_Q_err_hessian,omega_scale,omega_scale_err_hessian,gamma_l,gamma_l_err_hessian,lograte_E_4121,lograte_E_4121_err_hessian,lograte_E_4154,lograte_E_4154_err_hessian,lograte_E_4192,lograte_E_4192_err_hessian,lograte_E_4207,lograte_E_4207_err_hessian,power_scale_P,power_scale_P_err_hessian,power_scale_T,power_scale_T_err_hessian,power_scale_E,power_scale_E_err_hessian,power_scale_M,power_scale_M_err_hessian,power_scale_Q,power_scale_Q_err_hessian,beta_khz_per_1e12,beta_err_khz_hessian,beta_pull_vs_theory_hessian,beta_fixed_rel,dchi2_beta_0,dchi2_beta_theory,dchi2_beta_5x,dchi2_beta_20x,beta_profile_1sigma_hi_khz,beta_profile_ub95_khz,omega_scale_pull,s0_225_mhz,omega_225_mhz,transit_130_mhz,transit_130_depleted_mhz,z_ratio,licensed,w0_licence_edge_um,power_ratio_pred,power_ratio_pred_fitted_omega,power_ratio_meas,power_ratio_bar,power_arm_pull,power_arm_refused,power_arm_pooled_pull,power_arm_pooled_refused,power_lo_w,power_hi_w,width_slope_per_w,width_slope_err_lsq_per_w,width_slope_sign,noise_a_v,noise_b_v,noise_tau_int,at_bound,seconds,note,status
arm,PT,session,False,mixed,2,0,,,90,,,,,,,,,76000,-0.030,0.89,86000,159,0,P:0.905 T:0.867,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -5, wing -14)",21,0.623,0.034,,,2.1095,0.0075,1.957,0.025,,,,,,,0.29,0.10,0.5769,0.0035,,,,,,,,,,,,,,,,,,,2.18,0.12,-3.4,,,,,,,,-3.5,0.18,0.067,0.68,0.68,0.26,True,57,1.0032,1.0006,0.9956,0.0188,0.41,False,0.41,False,,,,,,,,,,13,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l free and shared, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.264 (M2 2), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6809 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.41, pooled over 1 sessions passes at pull +0.41. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,mixed,2,3,,,40,,,,,,,,,78000,1600,0.92,86000,159,0,P:0.928 T:0.889,"P:WING-LAW(core +6, wing -16) T:WING-LAW(core -3, wing -12)",77,0.106,0.035,,,0.2000,0.0041,0.2000,0.0080,,,,,,,0.011,0.016,0.0057,0.0025,,,,,,,,,,,,,,,,,,,0.37,0.12,-8.0,,,,,,,,-4.9,0.92,0.012,1.5,1.6,1.3,False,57,1.1205,1.0422,0.9956,0.0188,6.7,True,6.7,True,,,,,,,,,sigma_l_P sigma_l_T,250,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l free and shared, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 1.334 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.6412 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P sigma_l_T. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +6.66, pooled over 1 sessions refused at pull +6.66. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,mixed,2,3,,,52,,,,,,,,,76000,160,0.89,86000,159,0,P:0.900 T:0.871,"P:WING-LAW(core +1, wing -19) T:WING-LAW(core -5, wing -14)",42,0.592,0.034,,,1.051,0.015,0.851,0.055,,,,,,,0.042,0.038,0.3998,0.0036,,,,,,,,,,,,,,,,,,,2.07,0.12,-3.7,,,,,,,,-4.8,0.55,0.029,1.2,1.2,0.79,False,57,1.0388,1.0118,0.9956,0.0188,2.3,True,2.3,True,,,,,,,,,,13,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l free and shared, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.789 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 1.1784 to 1.2103 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +2.31, pooled over 1 sessions refused at pull +2.31. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.006 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
arm,PT,session,False,mixed,2,3,,,90,,,,,,,,,76000,4.3,0.89,86000,159,0,P:0.905 T:0.867,"P:WING-LAW(core +2, wing -19) T:WING-LAW(core -5, wing -14)",28,0.623,0.034,,,2.1066,0.0075,1.954,0.025,,,,,,,0.29,0.10,0.5766,0.0035,,,,,,,,,,,,,,,,,,,2.18,0.12,-3.4,,,,,,,,-3.5,0.18,0.067,0.68,0.68,0.26,True,57,1.0037,1.0011,0.9956,0.0188,0.43,False,0.43,False,,,,,,,,,,15,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l free and shared, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.264 (M2 2), depletion at 3 cycles through companion_transit_mhz (transit at 130 C 0.6809 to 0.6830 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, passes at pull +0.43, pooled over 1 sessions passes at pull +0.43. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base arm (M2 1, no depletion) at the same waist, warm-started from it",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha-1sigma,,40,,,,,,,,,76000,1.0,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",12,1.400,0.034,,,0.2000,0.0073,0.43,0.13,,,,,,,0.027,0.031,0,,,,,,,,,,,,,,,,,,,,4.89,0.12,3.6,,,,,,,,-4.9,0.93,0.031,1.5,1.5,0.67,False,40,1.0841,1.0076,0.9956,0.0188,4.7,True,4.7,True,,,,,,,,,sigma_l_P,100,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.72, pooled over 1 sessions refused at pull +4.72. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha-1sigma,,42,,,,,,,,,76000,0.60,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",30,2.095,0.034,,,0.467,0.030,0.913,0.054,,,,,,,0.071,0.042,0,,,,,,,,,,,,,,,,,,,,7.33,0.12,9.8,,,,,,,,-4.6,0.84,0.074,1.5,1.5,0.60,True,40,1.0695,1.0065,0.9956,0.0188,3.9,True,3.9,True,,,,,,,,,,25,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.94, pooled over 1 sessions refused at pull +3.94. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha-1sigma,,44,,,,,,,,,76000,0.44,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",12,2.431,0.034,,,0.794,0.019,1.182,0.041,,,,,,,0.173,0.033,0,,,,,,,,,,,,,,,,,,,,8.50,0.12,13,,,,,,,,-4.1,0.77,0.16,1.4,1.4,0.55,True,40,1.0572,1.0067,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,11,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1137.7 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.29, pooled over 1 sessions refused at pull +3.29. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha+1sigma,,40,,,,,,,,,76000,-1.2,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",18,1.403,0.034,,,0.2000,0.0075,0.43,0.12,,,,,,,0.031,0.031,0,,,,,,,,,,,,,,,,,,,,4.90,0.12,3.6,,,,,,,,-4.8,0.92,0.035,1.5,1.5,0.67,False,40,1.0840,1.0075,0.9956,0.0188,4.7,True,4.7,True,,,,,,,,,sigma_l_P,100,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.71, pooled over 1 sessions refused at pull +4.71. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha+1sigma,,42,,,,,,,,,76000,-0.58,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",30,2.095,0.034,,,0.466,0.032,0.911,0.054,,,,,,,0.071,0.042,0,,,,,,,,,,,,,,,,,,,,7.33,0.12,9.8,,,,,,,,-4.6,0.83,0.074,1.5,1.5,0.60,True,40,1.0694,1.0064,0.9956,0.0188,3.9,True,3.9,True,,,,,,,,,,28,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.93, pooled over 1 sessions refused at pull +3.93. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,delta_alpha+1sigma,,44,,,,,,,,,76000,-0.44,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",12,2.434,0.034,,,0.791,0.019,1.181,0.041,,,,,,,0.176,0.033,0,,,,,,,,,,,,,,,,,,,,8.51,0.12,13,,,,,,,,-4.1,0.76,0.17,1.4,1.4,0.55,True,40,1.0572,1.0066,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,12,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1125.9 a.u. and rho at 0.94, the density law Steck, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.28, pooled over 1 sessions refused at pull +3.28. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=AIH,,40,,,,,,,,,76000,-13,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",36,1.184,0.029,,,0.2000,0.0068,0.42,0.11,,,,,,,0.020,0.029,0,,,,,,,,,,,,,,,,,,,,4.14,0.10,1.7,,,,,,,,-4.9,0.92,0.023,1.5,1.5,0.67,False,40,1.0840,1.0075,0.9956,0.0188,4.7,True,4.7,True,,,,,,,,,sigma_l_P,140,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.71, pooled over 1 sessions refused at pull +4.71. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=AIH,,42,,,,,,,,,76000,-66,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",42,1.842,0.029,,,0.373,0.041,0.899,0.054,,,,,,,0.049,0.039,0,,,,,,,,,,,,,,,,,,,,6.44,0.10,7.6,,,,,,,,-4.8,0.84,0.051,1.5,1.5,0.60,True,40,1.0697,1.0063,0.9956,0.0188,3.9,True,3.9,True,,,,,,,,,,41,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.95, pooled over 1 sessions refused at pull +3.95. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=AIH,,44,,,,,,,,,76000,-100,0.90,86000,159,0,P:0.900 T:0.887,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",36,2.205,0.029,,,0.714,0.020,1.189,0.041,,,,,,,0.077,0.047,0,,,,,,,,,,,,,,,,,,,,7.71,0.10,11,,,,,,,,-4.6,0.76,0.073,1.4,1.4,0.55,True,40,1.0575,1.0055,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,16,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law AIH, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.30, pooled over 1 sessions refused at pull +3.30. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.004 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=SMI,,40,,,,,,,,,76000,-13,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",54,1.186,0.029,,,0.2000,0.0068,0.44,0.10,,,,,,,0.027,0.029,0,,,,,,,,,,,,,,,,,,,,4.15,0.10,1.7,,,,,,,,-4.9,0.92,0.032,1.5,1.5,0.67,False,40,1.0840,1.0075,0.9956,0.0188,4.7,True,4.7,True,,,,,,,,,sigma_l_P,150,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law SMI, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.71, pooled over 1 sessions refused at pull +4.71. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=SMI,,42,,,,,,,,,76000,-65,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",48,1.852,0.029,,,0.365,0.041,0.902,0.055,,,,,,,0.046,0.039,0,,,,,,,,,,,,,,,,,,,,6.48,0.10,7.7,,,,,,,,-4.8,0.84,0.048,1.5,1.5,0.60,True,40,1.0697,1.0063,0.9956,0.0188,4.0,True,4.0,True,,,,,,,,,,46,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law SMI, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.95, pooled over 1 sessions refused at pull +3.95. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,law=SMI,,44,,,,,,,,,76000,-100,0.90,86000,159,0,P:0.900 T:0.887,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",60,2.205,0.029,,,0.711,0.020,1.195,0.041,,,,,,,0.095,0.043,0,,,,,,,,,,,,,,,,,,,,7.71,0.10,11,,,,,,,,-4.5,0.76,0.091,1.4,1.4,0.55,True,40,1.0575,1.0056,0.9956,0.0188,3.3,True,3.3,True,,,,,,,,,,17,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.94, the density law SMI, the collection window on at z_ratio 0.551 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.3927 to 1.3927 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.30, pooled over 1 sessions refused at pull +3.30. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.004 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,rho-1sigma,,40,,,,,,,,,76000,-4.6,0.90,86000,159,0,P:0.905 T:0.885,"P:WING-LAW(core +0, wing -18) T:WING-LAW(core -5, wing -12)",24,1.407,0.034,,,0.2001,0.0076,0.433,0.088,,,,,,,0.029,0.032,0,,,,,,,,,,,,,,,,,,,,4.92,0.12,3.6,,,,,,,,-4.9,0.90,0.032,1.5,1.5,0.67,False,40,1.0807,1.0072,0.9956,0.0188,4.5,True,4.5,True,,,,,,,,,sigma_l_P,110,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.90, the density law Steck, the collection window on at z_ratio 0.667 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.5320 to 1.5320 MHz). the _err_hessian bars are conditional, every other parameter pinned, at a bound: sigma_l_P. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +4.54, pooled over 1 sessions refused at pull +4.54. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.000 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
propagation,PT,session,False,gaussian,1,0,rho-1sigma,,42,,,,,,,,,76000,-2.4,0.90,86000,159,0,P:0.901 T:0.886,"P:WING-LAW(core -0, wing -19) T:WING-LAW(core -5, wing -12)",30,2.104,0.034,,,0.456,0.033,0.911,0.053,,,,,,,0.083,0.041,0,,,,,,,,,,,,,,,,,,,,7.36,0.12,9.9,,,,,,,,-4.6,0.82,0.085,1.5,1.5,0.60,True,40,1.0667,1.0063,0.9956,0.0188,3.8,True,3.8,True,,,,,,,,,,31,"the whitened profile likelihood over 159 traces of sessions PT at this waist with beta_self, the laser widths (session), the Omega scale (prior 1 +- 0.2) refit from 2 starts, gamma_l pinned at zero, Delta_alpha pinned at -1131.8 a.u. and rho at 0.90, the density law Steck, the collection window on at z_ratio 0.605 (M2 1), depletion at 0 cycles through companion_transit_mhz (transit at 130 C 1.4590 to 1.4590 MHz). the _err_hessian bars are conditional, every other parameter pinned. the dchi2_beta columns are the beta profile, chi2 with beta pinned at 0, theory, 5x and 20x theory and everything else refit, above the free minimum. the power-arm check reads the model's width ratio across each session's ladder at the TIED Omega (scale 1) with everything else fitted: P against the archive's 0.9956 +- 0.0188, refused at pull +3.79, pooled over 1 sessions refused at pull +3.79. centres profiled per trace and re-profiled after each inner fit, outer passes [1], last centre move 0.001 MHz. dchi2 is against the base cell at the same waist, and the summary_propagation row reads the shift of the minimum",DIAGNOSTIC
