case,quantity,value,err,unit,basis,note,status
T_4154_225mW_110C,k6@12,-13447,700,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16163.5 at the same window, so the pull is +10.74. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k6@3.25,70.3,1.1,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 75.7058 at the same window, so the pull is -13.90. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k6@6,-106,16,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -59.9771 at the same window, so the pull is -8.04. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7@12,7127,7500,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0459304 at the same window, so the pull is +2.65. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7@3.25,-1,11,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0126868 at the same window, so the pull is -0.39. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7@6,-96,210,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.237451 at the same window, so the pull is -1.30. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k4/k2@3.25,-2.311,0.016,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.3829 at the same window, so the pull is +12.63. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k5/k3@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4154_225mW_110C,k6/k4@3.25,-11.495,0.075,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -11.87 at the same window, so the pull is +13.92. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7/k5@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4154_225mW_110C,k4/k2@6,-1.975,0.054,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.18609 at the same window, so the pull is +10.94. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k5/k3@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4154_225mW_110C,k6/k4@6,8.6,1.5,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 4.34996 at the same window, so the pull is +7.92. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7/k5@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4154_225mW_110C,k4/k2@12,15.45,0.19,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 15.2191 at the same window, so the pull is +3.36. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k5/k3@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4154_225mW_110C,k6/k4@12,-65.2,3.1,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -75.796 at the same window, so the pull is +9.42. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4154_225mW_110C,k7/k5@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_70C,k2@12,13.31,0.37,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 13.9377 at the same window, so the pull is -4.75. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k2@3.25,2.619,0.028,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.66335 at the same window, so the pull is -4.34. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k2@6,6.11,0.11,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.26178 at the same window, so the pull is -3.98. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k3@12,-0.3,3.3,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000199813 at the same window, so the pull is -0.21. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k3@3.25,-0.050,0.052,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.18491e-05 at the same window, so the pull is -2.67. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k3@6,-0.10,0.42,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000104338 at the same window, so the pull is -0.66. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k4@12,215,15,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 215.942 at the same window, so the pull is -0.17. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k4@3.25,-5.91,0.28,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.27128 at the same window, so the pull is +3.60. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k4@6,-11.5,1.3,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -13.0341 at the same window, so the pull is +3.12. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5@12,24,120,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0159815 at the same window, so the pull is +0.54. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5@3.25,0.71,0.82,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000359986 at the same window, so the pull is +2.40. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5@6,5.0,9.1,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00381898 at the same window, so the pull is +1.53. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k6@12,-13929,1600,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16086.3 at the same window, so the pull is +3.64. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k6@3.25,66.3,5.7,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 73.5657 at the same window, so the pull is -3.57. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k6@6,-115,45,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -82.3446 at the same window, so the pull is -2.01. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7@12,-263,28000,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.00293484 at the same window, so the pull is -0.03. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7@3.25,-20,25,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0106944 at the same window, so the pull is -2.22. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7@6,-258,270,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.190638 at the same window, so the pull is -2.63. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k4/k2@3.25,-2.254,0.085,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.35465 at the same window, so the pull is +3.27. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5/k3@3.25,-12.8,9.0,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16.476 at the same window, so the pull is +1.13. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k6/k4@3.25,-11.21,0.44,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -11.7306 at the same window, so the pull is +3.25. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7/k5@3.25,-6,62,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -29.7077 at the same window, so the pull is +1.07. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k4/k2@6,-1.89,0.20,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.08153 at the same window, so the pull is +2.75. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5/k3@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_70C,k6/k4@6,10.2,4.6,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.31763 at the same window, so the pull is +2.36. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7/k5@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_70C,k4/k2@12,16.15,0.87,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 15.4934 at the same window, so the pull is +2.09. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k5/k3@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_70C,k6/k4@12,-64.7,5.1,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -74.4935 at the same window, so the pull is +5.35. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_70C,k7/k5@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_90C,k2@12,13.33,0.33,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 13.9748 at the same window, so the pull is -5.50. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k2@3.25,2.667,0.027,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.67003 at the same window, so the pull is -0.36. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k2@6,6.257,0.065,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.28455 at the same window, so the pull is -1.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k3@12,-0.64,0.69,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000219444 at the same window, so the pull is -2.58. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k3@3.25,0.001,0.027,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.27766e-05 at the same window, so the pull is +0.08. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k3@6,-0.097,0.065,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000113532 at the same window, so the pull is -4.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k4@12,200.6,8.2,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 214.594 at the same window, so the pull is -4.76. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k4@3.25,-6.26,0.25,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.32521 at the same window, so the pull is +0.69. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k4@6,-13.25,0.86,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -13.4126 at the same window, so the pull is +0.52. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5@12,31,16,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0175953 at the same window, so the pull is +5.34. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5@3.25,0.04,0.38,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000379589 at the same window, so the pull is +0.27. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5@6,3.4,2.1,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.00416849 at the same window, so the pull is +4.49. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k6@12,-13071,1300,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16124.6 at the same window, so the pull is +6.70. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k6@3.25,73.2,5.2,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 74.6456 at the same window, so the pull is -0.80. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k6@6,-71,30,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -71.1567 at the same window, so the pull is +0.05. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7@12,3538,5600,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0175247 at the same window, so the pull is +1.76. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7@3.25,-2,10,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.011348 at the same window, so the pull is -0.41. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7@6,-165,110,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.209808 at the same window, so the pull is -4.16. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k4/k2@3.25,-2.349,0.069,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.36897 at the same window, so the pull is +0.82. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5/k3@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_90C,k6/k4@3.25,-11.67,0.37,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -11.8013 at the same window, so the pull is +0.96. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7/k5@3.25,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_90C,k4/k2@6,-2.12,0.12,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.13422 at the same window, so the pull is +0.38. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5/k3@6,-35.7,9.6,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -36.7165 at the same window, so the pull is +0.29. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k6/k4@6,5.4,2.7,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 5.30522 at the same window, so the pull is +0.11. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7/k5@6,-45,13,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -50.3319 at the same window, so the pull is +1.04. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k4/k2@12,15.05,0.44,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 15.3558 at the same window, so the pull is -1.93. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k5/k3@12,-77,73,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -80.1814 at the same window, so the pull is +0.11. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k6/k4@12,-65.1,4.7,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -75.1403 at the same window, so the pull is +5.91. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_90C,k7/k5@12,111,140,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.995982 at the same window, so the pull is +2.19. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k2@12,13.729,0.095,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 14.0119 at the same window, so the pull is -8.23. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k2@3.25,2.669,0.016,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.67653 at the same window, so the pull is -1.38. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k2@6,6.306,0.056,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 6.3071 at the same window, so the pull is -0.08. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k3@12,-0.21,0.55,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000246502 at the same window, so the pull is -1.06. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k3@3.25,0.010,0.011,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 2.43503e-05 at the same window, so the pull is +2.53. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k3@6,0.042,0.055,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.000125436 at the same window, so the pull is +2.12. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k4@12,207.1,2.8,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 213.252 at the same window, so the pull is -6.07. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k4@3.25,-6.28,0.14,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -6.37787 at the same window, so the pull is +1.91. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k4@6,-13.68,0.97,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -13.7875 at the same window, so the pull is +0.30. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5@12,-5,20,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0197226 at the same window, so the pull is -0.66. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5@3.25,-0.20,0.19,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.000410084 at the same window, so the pull is -2.89. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5@6,-1.5,1.2,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -0.0046353 at the same window, so the pull is -3.43. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k6@12,-14720,210,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16163.2 at the same window, so the pull is +19.46. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k6@3.25,73.5,2.9,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 75.7046 at the same window, so the pull is -2.11. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k6@6,-67,30,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -59.9897 at the same window, so the pull is -0.67. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k7@12,2991,5300,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0253244 at the same window, so the pull is +1.57. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k7@3.25,6.2,5.8,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.0123309 at the same window, so the pull is +2.93. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k7@6,77,48,MHz^n,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 0.23561 at the same window, so the pull is +4.48. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k4/k2@3.25,-2.353,0.040,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.38289 at the same window, so the pull is +2.09. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5/k3@3.25,-23,11,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -16.841 at the same window, so the pull is -1.39. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k6/k4@3.25,-11.70,0.20,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -11.8699 at the same window, so the pull is +2.34. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k7/k5@3.25,-30.3,3.8,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -30.0692 at the same window, so the pull is -0.19. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k4/k2@6,-2.17,0.13,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts -2.18603 at the same window, so the pull is +0.34. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5/k3@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_110C,k6/k4@6,5.0,2.6,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 4.35103 at the same window, so the pull is +0.71. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k7/k5@6,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 1 of 5 repeats, so the ratio has no population moment",ARTIFACT
T_4192_225mW_110C,k4/k2@12,15.08,0.30,dimensionless,"5 repeats, the bar on the mean at the two-sided 95 per cent t-factor 2.776","this fit predicts 15.2193 at the same window, so the pull is -1.26. The statistic is compared against its own forward prediction and is not an estimator of an untruncated cumulant",DIAGNOSTIC
T_4192_225mW_110C,k5/k3@12,,,,"admitted on having a population moment, never on signal-to-noise (O17)","the denominator changes sign in 2 of 5 repeats, so the ratio has no population moment",ARTIFACT
